Ülemkood;RfkLiik;Kood;Kirjeldus;Selgitus;KA;VA;
b750-b789;B;b7801;Lihaskrambi aisting;Lihase või lihasrühma tahtmatu kontraktsiooni tunne.;;;
b750-b789;B;b7808;TT lihaste ja liikumisega seonduvad aistingud;;;;
b750-b789;B;b7809;TT lihaste ja liikumisega seonduvad aistingud;;;;
b750-b789;B;b789;TT ja Tta liigutuste funktsioonid;;;;
b750-b789;B;b798;TT närvide, lihaste, luustiku ja liikumisega seotud funktsioonid;;;;
b750-b789;B;b799;Tta närvide, lihaste, luustiku ja liikumisega seotud funktsioonid;;;;
b;B;b8;NAHA JA SELLEGA SEOTUD STRUKTUURIDE FUNKTSIOONID;See peatükk käsitleb naha, küünte ja juuste funktsioone.;;;
b8;B;b810-b849;Nahafunktsioonid;;;;
b810-b849;B;b810;Naha kaitsefunktsioonid;Naha funktsioonid, mis kaitsevad organismi füüsiliste, keemiliste ja bioloogiliste ohtude eest.;"K.a: päikesekiirguse ja muude kiirguste eest kaitsmise funktsioonid, valgustundlikkus, pigmentatsioon, naha kvaliteet; naha soojusregulatsiooni, armide tekke, luumõhnade moodustumise funktsioonid; sellised puuded nagu nahavigastused, haavandid, lamatised";V.a: naha paranemisfunktsioonid (b820): muud nahafunktsioonid (b830);
b810-b849;B;b820;Naha paranemisfunktsioonid;Haavade ja muude nahakahjustuste paranemise funktsioonid.;K.a: kärna tekkimise, paranemise, armistumise, sinimike ja armkasvajate (keloidide) tekkimise funktsioonid;"V.a: naha kaitsefunktsioonid (b810); muud nahafunktsioonid (b830)";
b810-b849;B;b830;Muud nahafunktsioonid;Muud nahafunktsioonid peale paranemis- ja kaitsefunktsiooni, nt keha jahutamise ja higi eritamise funktsioonid.;K.a: higistamise ja nahanäärmete funktsioonid ning neist tulenev kehalõhn;"V.a: naha kaitsefunktsioonid (b810); naha paranemisfunktsioonid (b820)";
b810-b849;B;b840;Nahaga seonduvad aistingud;Nahaga seonduvad aistingud, nt sügelemine, põletustunne ja pakitsemine;"K.a: sellised puuded nagu surisemise või ""sipelgate jooksmise"" tunne ja judisemistunne";V.a: valuaisting (b280);
b810-b849;B;b849;TT ja Tta nahafunktsioonid;;;;
b8;B;b850-b869;Juuste ja küünte funktsioonid;;;;
b850-b869;B;b850;Juuste funktsioonid;Juuste kaitse-, värvuse- ja väljanägemisfunktsioonid.;"K.a: juuste kasvamise, pigmentatsiooni, paigutuse funktsioonid; sellised puuded nagu juuste väljalangemine või kiilaspäisus";;
b850-b869;B;b860;Küünte funktsioonid;Küünte kaitse-, kriimustamis- ja  väljanägemisfunktsioonid.;K.a: küünte kasv ja pigmentatsioon, küünte kvaliteet;;
b850-b869;B;b869;TT ja Tta juuste ja küünte funktsioonid;;;;
b850-b869;B;b898;TT naha ja sellega seotud struktuuride funktsioonid;;;;
b850-b869;B;b899;Tta naha ja sellega seotud struktuuride funktsioonid;;;;
NULL;D;d;TEGUTSEMINE JA OSALUS;;;;
d;D;d1;ÕPPIMINE JA TEADMISTE RAKENDAMINE;See peatükk käsitleb õppimist, õpitud teadmiste rakendamist, mõtlemist, probleemide lahendamist ja otsuste tegemist.;;;
d1;D;d110-d129;Meeleelundite sihipärane kasutamine;;;;
d110-d129;D;d110;Vaatamine;Nägemismeele sihipärane kasutamine visuaalsete ärritajate tajumisel, nagu spordisündmuse või laste mängimise jälgimine.;;;
d110-d129;D;d115;Kuulamine;Kuulmismeele sihipärane kasutamine auditiivsete ärritajate tajumisel, nagu raadio, muusika või loengu kuulamine.;;;
d110-d129;D;d120;Muu sihipärane tajumine;Organismi teiste põhimeeleelundite sihipärane kasutamine ärritajate tajumisel, nagu esemete puudutamine ja nende tekstuuri tajumine, maiustuste maitsmine või lillede nuusutamine.;;;
d110-d129;D;d129;TT ja Tta meeleelundite sihipärane kasutamine;;;;
d1;D;d130-d159;Põhiõppimine;;;;
d130-d159;D;d130;Jäljendamine;Matkimine ehk jäljendamine kui õppimise põhikomponent, nagu ?esti, heli või tähestiku tähtede järeletegemine.;;;
d130-d159;D;d135;Kordamine;Sündmuste või sümbolite järjestuse kordamine kui õppimise põhikomponent, nagu kümnendsüsteemis arvutamine või luuletuse päheõppimine.;;;
d130-d159;D;d140;Lugemaõppimine;Kirjutatud teksti (kaasa arvatud Braille kirja) sorava ja täpse lugemise oskuse väljaarendamine, nagu tähtede ja tähestike tundmine, sõnade õige hääldamine ning sõnadest ja lausetest arusaamine.;;;
d130-d159;D;d145;Kirjutamaõppimine;Häälikuid, sõnu ja fraase kujutavate märkidega tähenduse edasiandmise oskuse väljaarendamine (kaasa arvatud Braille kirjas), nagu õigete tähtede kirjutamine ja õige grammatika kasutamine;;;
d130-d159;D;d150;Arvutamaõppimine;Arvude kasutamise ning lihtsate ja keeruliste matemaatiliste tehete sooritamise oskuse väljaarendamine, nt matemaatiliste märkide kasutamine liitmisel ja lahutamisel ning probleemile õige matemaatilise lahenduskäigu leidmine;;;
d130-d159;D;d155;Oskuste omandamine;Põhiliste ja keeruliste oskuste omandamine tervikliku tegevuse sooritamiseks või ülesande täitmiseks, suutmaks omandatud oskusi rakendada ja kasutada, nagu nt tööriistade käsitsemine või malemäng.;K.a: põhioskuste ja keeruliste oskuste omandamine;;
d130-d159;D;d1550;Põhioskuste omandamine;Elementaarse sihipärase oskuse omandamine, nagu söögiriistade, pliiatsi või lihtsa tööriista kasutamise õppimine.;;;
d130-d159;D;d1551;Keeruliste oskuste omandamine;Terviklike tegevusjärjestuste õppimine, et järgida reegleid, järjestada ja koordineerida oma liigutusi, nagu jalgpalli mängimise või ehitustööriista käsitsemise õppimine.;;;
d130-d159;D;d1558;TT oskuste omandamine;;;;
d130-d159;D;d1559;Tta oskuste omandamine;;;;
d130-d159;D;d159;TT ja Tta põhiõppimine;;;;
d1;D;d160-d179;Teadmiste rakendamine;;;;
d160-d179;D;d160;Tähelepanu koondamine;Tahtlik tähelepanu koondamine spetsiifilistele ärritajatele, nagu keskendumine kärarikkas ümbruses.;;;
d160-d179;D;d163;Mõtlemine;Ideede, mõistete ja kujutiste kas sihipärane või sihipäratu formuleerimine ning nendega kas eraldi või koos manipuleerimine, nagu väljamõtlemine, teoreemi tõestamine, ideedega mängimine, ajurünnaku korraldamine, mediteerimine, kaalutlemine, oletuste tegemine;;"V.a: probleemide lahendamine (d175); otsuste tegemine (d177)";
d160-d179;D;d166;Lugemine;Kirjutatud teksti (nt raamatute, juhendite või ajalehtede kas tavalises või Braille kirjas) arusaamise ja interpreteerimisega seotud tegevus, mille eesmärgiks on saada üldisi teadmisi või spetsiifilist teavet.;;V.a: lugemaõppimine (d140);
d160-d179;D;d170;Kirjutamine;Sümbolite või keele kasutamine või loomine info edastamiseks, nagu sündmuste või ideede kirjalik ülestähendamine või kirja koostamine.;;V.a: kirjutamaõppimine (d145);
d160-d179;D;d172;Arvutamine;Arvutuste tegemine, kasutades ülesannete lahendamisel sõnades formuleeritud matemaatilisi printsiipe ning tulemuste saamine või esitamine, nt kolme arvu summa arvutamine või ühe arvu teisega jagamise tulemuse leidmine.;;V.a: arvutamaõppimine (d150);
d160-d179;D;d175;Probleemide lahendamine;Küsimustele või olukordadele lahenduste leidmine probleeme määratledes ja analüüsides, lahendusvõimalusi välja pakkudes, lahenduste võimalikku mõju hinnates ning valitud lahendust realiseerides, nagu nt kahe inimese vaidluse lahendamisel.;K.a: lihtsate ja keeruliste probleemide lahendamine;"V.a: mõtlemine (d163); otsuste tegemine (d177)";
d160-d179;D;d1750;Lihtsate probleemide lahendamine;Üht probleemi või küsimust sisaldavale lihtsale probleemile lahenduse leidmine, probleemi määratledes ja analüüsides, lahendusvõimalusi välja pakkudes, lahenduste võimalikku mõju hinnates ning valitud lahendust realiseerides.;;;
d160-d179;D;d1751;Keeruliste probleemide lahendamine;Paljusid ja omavahel seotud probleeme või paljusid sarnaseid probleeme sisaldavatele keerulistele probleemidele lahenduse leidmine, selleks probleemi määratledes ja analüüsides, lahendusvõimalusi välja pakkudes, lahenduste võimalikku mõju hinnates ja vali;;;
d160-d179;D;d1758;TT probleemide lahendamine;;;;
d160-d179;D;d1759;Tta probleemide lahendamine;;;;
d160-d179;D;d177;Otsuste tegemine;Variantide vahel valiku tegemine, valiku realiseerimine ja valiku mõju hindamine, nagu spetsiifilise eseme väljavalimine ja ostmine või ühe ülesande valimine ja täitmine paljude täitmistvajavate seast;;"V.a: mõtlemine (d163); probleemide lahendamine (d175)";
d160-d179;D;d179;TT ja Tta teadmiste rakendamine;;;;
d160-d179;D;d198;TT õppimine ja teadmiste rakendamine;;;;
d160-d179;D;d199;Tta õppimine ja teadmiste rakendamine;;;;
d;D;d2;ÜLDISED ÜLESANDED JA NÕUDED;See peatükk käsitleb ühe või paljude ülesannete täitmist, tavade loomist ja stressiga toimetuleku üldiseid aspekte. Neid võib kasutada koos spetsiifilisemate ülesannete või tegevustega, et identifitseerida eri ülesannete sooritamise põhjuslikke tunnuseid;;;
d2;D;d210-d240;NULL;NULL;;;
d210-d240;D;d210;Ühe ülesande täitmine;Lihtsate või keeruliste koordineeritud tegevuste sooritamine, mis on seotud ühe ülesande vaimsete või füüsiliste komponentidega, nagu ülesande täitmiseks vajaliku aja, koha ja materjalide ettevalmistamine, ülesande täitmise käigu kindlaksmääramine;"K.a: lihtsa või keerulise ülesande täitmine; ühe ülesande täitmine kas üksinda või koos teistega";"V.a: oskuste omandamine (d155); probleemide lahendamine (d175); otsuste tegemine (d177); paljude ülesannete täitmine (d220)";
d210-d240;D;d2100;Lihtsa ülesande täitmine;"Lihtsa ülesande täitmiseks vajaliku aja ja koha ettevalmistamine, alustamine ja korraldamine; lihtsa, ühe põhikomponendiga ülesande täitmine nagu raamatu lugemine, kirja kirjutamine või voodi ülestegemine.";;;
d210-d240;D;d2101;Keerulise ülesande täitmine;"Keerulise ülesande täitmiseks vajaliku aja ja koha ettevalmistamine, alustamine ja korraldamine; rohkem kui ühe komponendiga keerulise ülesande täitmine, mida võib täita kas üksteise järel või samal ajal, nagu kodus mööbli ümberpaigutamine või koolitöö tegemine";;;
d210-d240;D;d2102;Ühe ülesande täitmine üksinda;"Lihtsa või keerulise ülesande täitmiseks vajaliku aja ja koha ettevalmistamine, alustamine ja korraldamine; iseseisev ülesande täitmine ja lõpetamine ilma teiste abita.";;;
d210-d240;D;d2103;Ühe ülesande täitmine rühmas;"Lihtsa või keerulise ülesande täitmiseks vajaliku aja ja koha ettevalmistamine, alustamine ja korraldamine; ülesande täitmine ja lõpetamine koos inimestega, kes osalevad kas mõnes etapis või kogu ülesande lahendamise jooksul.";;;
d210-d240;D;d2108;TT ühe ülesande täitmine;;;;
d210-d240;D;d2109;Tta ühe ülesande täitmine;;;;
d210-d240;D;d220;Paljude ülesannete täitmine;Lihtsate või keeruliste ja koordineeritud tegevuste sooritamine kas üksteise järel või samaaegselt osadena paljudest terviklikest ja keerulistest ülesannetest.;"K.a: paljude ülesannetega tegelemine; paljude ülesannete lõpetamine; paljude ülesannete täitmine kas üksinda või rühmas";"V.a: oskuste omandamine (d155); probleemide lahendamine (d175); otsuste tegemine (d177); ühe ülesande täitmine (d210)";
d210-d240;D;d2200;Paljude ülesannetega tegelemine;Paljude ülesannetega tegelemiseks vajaliku aja ja koha ettevalmistamine, alustamine ja korraldamine ning paljude ülesannete koos või üksteise järel käsilevõtmine ja täitmine.;;;
d210-d240;D;d2201;Paljude ülesannete lõpetamine;Paljude ülesannete lõpuleviimine kas koos või üksteise järel.;;;
d210-d240;D;d2202;Paljude ülesannete täitmine üksinda;Paljude ülesannete täitmiseks vajaliku aja ja koha ettevalmistamine, alustamine ja korraldamine ning paljude ülesannete kas koos või üksteise järel käsilevõtmine ja ilma teiste abita täitmine.;;;
d210-d240;D;d2203;Paljude ülesannete täitmine rühmas;Paljude ülesannete täitmiseks vajaliku aja ja koha ettevalmistamine, alustamine ja korraldamine ning paljude ülesannete koos või üksteise järel käsilevõtmine ja täitmine koos teistega, kes osalevad kas mõnes etapis või kõigi ülesannete täitmise ajal.;;;
d210-d240;D;d2208;TT paljude ülesannete täitmine;;;;
d210-d240;D;d2209;Tta paljude ülesannete täitmine;;;;
d210-d240;D;d230;Igapäevatoimingute tegemine;Lihtsate või keeruliste ja koordineeritud tegevuste sooritamine, mis on seotud igapäevakohustuste ja -toimingute kavandamise, tegemise ja lõpuleviimisega, nagu teatud aja või päeva jooksul tehtavate eraldi tegevuste kavandamine.;"K.a: igapäevatoimingute korraldamine ja lõpuleviimine; oma aktiivsuse reguleerimine";V.a: paljude ülesannete täitmine (d220);
d210-d240;D;d2301;Igapäevatoimingute korraldamine;Lihtsate või keeruliste ja koordineeritud tegevuste sooritamine, et kavandada ja toime tulla igapäevakohustuste või - tegevuste korraldamisega.;;;
d210-d240;D;d2302;Igapäevatoimingute lõpuleviimine;Lihtsate või keeruliste ja koordineeritud tegevuste sooritamine, et igapäevakohustusi või -tegevusi lõpule viia.;;;
d210-d240;D;d2303;Oma aktiivsuse reuleerimine;Tegevuste ja käitumisviisi valimine, et jätkuks aega ja energiat igapäevategevuste ja -kohustuste täitmiseks.;;;
d210-d240;D;d2308;TT igapäevatoimingute tegemine;;;;
d210-d240;D;d2309;Tta igapäevatoimingute tegemine;;;;
d210-d240;D;d240;Stressi ja muude psüühiliste koormustega toimetulek;Lihtsa või keerulise ja koordineeritud tegevuse sooritamine, et toime tulla ja kontrollida psüühilist koormust, mida on vaja selliste ülesannete täitmiseks, mis nõuavad suurt vastutust ja kätkevad stressi, häirivaid tegureid või kriisiolukordi, nagu sõiduvahendi juhtimine tipptunni ajal, samal ajalhoolitsedes mitme lapse heaolu eest.;"K.a: vastutuse võtmine; stressi ja kriisiolukorraga toimetulek";;
d210-d240;D;d2400;Vastutuse võtmine;Lihtsa või keerulise ja koordineeritud tegevuse sooritamine ülesande täitmiseks vajalike kohustustega toimetulekuks, tunnistades nende olulisust.;;;
d210-d240;D;d2401;Stressiga toimetulek;Lihtsa või keerulise ja koordineeritud tegevuse sooritamine, et tulla toime ülesande täitmisega seotud pinge, hädaolukordade ja stressiga.;;;
d210-d240;D;d2402;Kriisiolukorraga toimetulek;Lihtsa või keerulise ja koordineeritud tegevuse sooritamine, et keerulisest olukorrast või suurest ohust üle saada;;;
d210-d240;D;d2408;TT stressi ja muude psüühiliste koormustega toimetulek;;;;
d210-d240;D;d2409;Tta stressi ja muude psüühiliste koormustega toimetulek;;;;
d210-d240;D;d298;TT üldised ülesanded ja nõuded;;;;
d210-d240;D;d299;Tta üldised ülesanded ja nõuded;;;;
d;D;d3;SUHTLEMINE;See peatükk käsitleb keele, märkide ja sümbolite abil suhtlemise spetsiifilisi ja üldiseid tunnuseid, kaasa arvatud info saamine ja edastamine, vestlemine ning kommunikatsioonivahendite ja -tehnikate kasutamine.;;;
d3;D;d310-d329;Suhtlemine - sõnumite vastuvõtmine;;;;
d310-d329;D;d310;Suuliste sõnumite vastuvõtmine suhtlemisel;Suulises kõnes edastatud sõnumi otsese ja ülekantud tähenduse mõistmine, nagu  arusaamine, kas öeldu on fakt või idiomaatiline väljend.;;;
d310-d329;D;d315;Mitteverbaalsete sõnumite vastuvõtmine suhtlemisel;Şestide, sümbolite või joonistega edastatud sõnumite otsese ja ülekantud tähenduse mõistmine, nagu tõdemine, et laps on väsinud, kui ta oma silmi hõõrub, või et kellade helisemine tähendab, et kusagil on tulekahju.;K.a: kehaliigutuste, üldiste märkide ja sümbolite, jooniste ja fotode tähenduse mõistmine suhtlemisel;;
d310-d329;D;d3150;Kehaliigutuste tähenduse mõistmine suhtlemisel;Näoilmete, käeliigutuste või märkide, kehaasendi või muu kehakeele väljenduse tähenduse mõistmine.;;;
d310-d329;D;d3151;Üldiste märkide või sümbolite tähenduse mõistmine suhtlemisel;Üldtuntud märkide ja sümbolite tähenduse mõistmine, nagu liiklusmärkide, hoiatavate sümbolite, nootide või teaduslike tähiste ning piltkujutiste mõistmine.;;;
d310-d329;D;d3152;Jooniste ja fotode tähenduse mõistmine suhtlemisel;Jooniste, skeemide, graafiliste või kolmedimensiooniliste kujutiste, graafikute, diagrammide ja fotode tähenduse mõistmine, nagu nt arusaamine sellest, et tõusev joon pikkusdiagrammil näitab lapse kasvamist.;;;
d310-d329;D;d3158;TT mitteverbaalsete sõnumite vastuvõtmine suhtlemisel;;;;
d310-d329;D;d3159;Tta mitteverbaalsete sõnumite vastuvõtmine suhtlemisel;;;;
d310-d329;D;d320;Viipekeeles edastatud sõnumite vastuvõtmine suhtlemisel;Viipekeeles edastatud sõnumite otsese ja ülekantud tähenduse vastuvõtmine ning mõistmine.;;;
d310-d329;D;d325;Kirjutatud sõnumite vastuvõtmine suhtlemisel;Kirjalikult (ka Braille kirjas) edastatud sõnumite otsese ja ülekantud tähenduse mõistmine, nt poliitikasündmuste jälgimine ajalehes või religioosse kirjutise eesmärgist arusaamine.;;;
d310-d329;D;d329;TT ja Tta suhtlemine - sõnumite vastuvõtmine;;;;
d3;D;d330-d349;Suhtlemine - sõnumite edastamine;;;;
d330-d349;D;d330;Rääkimine;Sõnade, lausete ja pikemate suuliste sõnumite väljaütlemine, millel on otsene ja ülekantud tähendus, nagu fakti esitamine või loo jutustamine.;;;
d330-d349;D;d335;Mitteverbaalsete sõnumite edastamine;Şestide, sümbolite ja jooniste kasutamine sõnumite edastamiseks, nagu pea raputamine mittenõusoleku väljendamiseks ning pildi või diagrammi joonistamine mingi fakti või keerulise idee edasiandmiseks.;K.a: sõnumite edastamine ?estide, märkide, sümbolite, jooniste ja fotode abil;;
d330-d349;D;d3350;Kehakeele kasutamine;Tähenduse edastamine kehaliigutuste, nagu näoilmete (nt naeratuse, kulmukortsutuse, näokrimpsutuse), käeliigutuste ja keha asendite abil (nt embamine tunnete näitamiseks).;;;
d330-d349;D;d3351;Märkide ja sümbolite kasutamine;Tähendusliku teabe edastamine märkide ja sümbolite (nt piltkujutised, kurtide keel, teaduslikud sümbolid) ning sümbolite süsteemide abil, nagu noodikirja kasutamine meloodia üleskirjutamiseks.;;;
d330-d349;D;d3352;Jooniste ja fotode kasutamine;Tähendusliku teabe edastamine joonistamise, maalimise ja visandamisega ning diagrammide, piltide või fotode tegemine, nagu nt skeemi joonistamine kellelegi mingi koha juhatamisel.;;;
d330-d349;D;d3358;TT mitteverbaalsete sõnumite edastamine;;;;
d330-d349;D;d3359;Tta mitteverbaalsete sõnumite edastamine;;;;
d330-d349;D;d340;Sõnumite edastamine viipekeeles;Sõnumite otsese ja ülekantud tähenduse edastamine viipekeeles.;;;
d330-d349;D;d345;Kirjalikud sõnumid;Sõnumite otsese ja ülekantud tähenduse edastamine kirjalikult, nagu kirja kirjutamine sõbrale.;;;
d330-d349;D;d349;TT ja Tta suhtlemine - sõnumite edastamine;;;;
d3;D;d350-d369;Vestlus ning kommunikatsioonivahendite ja -tehnikate kasutamine;;;;
d350-d369;D;d350;Vestlus;Mõtete ja ideede vahetamise alustamine, ülalhoidmine ja lõpetamine kas kõneldud, kirjutatud,viipekeeles või muus keelevormis kas ühe või mitme tuttava või võõra inimesega ametlikus või mitteametlikus situatsioonis.;"K.a: vestluse alustamine, ülalhoidmine ja lõpetamine; ühe või mitme inimesega vestlemine";;
d350-d369;D;d3500;Vestluse alustamine;Dialoogi või suhtlemise alustamine, nagu üksteise tutvustamine, tavapäraste tervituste vahetamine ja teema tutvustamine või küsimuste esitamine.;;;
d350-d369;D;d3501;Vestluse ülalhoidmine;Dialoogi või suhtlemise jätkamine, lisades mõtteid, tutvustades uut teemat või meenutades eelnevalt nimetatud asjaolusid, nagu ka vaheldusrikas rääkimine või märkide edastamine.;;;
